0,020000000	0
0,040000000	-0,02
0,060000000	-0,04
0,080000000	-0,04
0,100000000	-0,06
0,120000000	-0,02
0,140000000	-0,04
0,160000000	-0,06
0,180000000	-0,08
0,200000000	-0,1
0,220000000	-0,12
0,240000000	-0,14
0,260000000	-0,16
0,280000000	-0,16
0,300000000	-0,18
0,320000000	-0,2
0,340000000	-0,22
0,360000000	-0,24
0,380000000	-0,26
0,400000000	-0,28
0,420000000	-0,3
0,440000000	-0,32
0,460000000	-0,34
0,480000000	-0,36
0,500000000	-0,38
0,520000000	-0,4
0,540000000	-0,42
0,560000000	-0,44
0,580000000	-0,46
0,600000000	-0,48
0,620000000	-0,5
0,640000000	-0,52
0,660000000	-0,54
0,680000000	-0,56
0,700000000	-0,58
0,720000000	-0,6
0,740000000	-0,62
0,760000000	-0,64
0,780000000	-0,66
0,800000000	-0,68
0,820000000	-0,7
0,840000000	-0,72
0,860000000	-0,74
0,880000000	-0,76
0,900000000	-0,78
0,920000000	-0,8
0,940000000	-0,82
0,960000000	-0,84
0,980000000	-0,86
1,000000000	-0,88
1,020000000	-0,9
1,040000000	-0,92
1,060000000	-0,94
1,080000000	-0,96
1,100000000	-0,98
1,120000000	-1
1,140000000	-1,02
1,160000000	-1,04
1,180000000	-1,06
1,200000000	-1,08
1,220000000	-1,1
1,240000000	-1,12
1,260000000	-1,14
1,280000000	-1,16
1,300000000	-1,18
1,320000000	-1,2
1,340000000	-1,22
1,360000000	-1,24
1,380000000	-1,26
1,400000000	-1,28
1,420000000	-1,3
1,440000000	-1,32
1,460000000	-1,34
1,480000000	-1,36
1,500000000	-1,38
1,520000000	-1,4
1,540000000	-1,42
1,560000000	-1,44
1,580000000	-1,46
1,600000000	-1,48
1,620000000	-1,5
1,640000000	-1,52
1,660000000	-1,54
1,680000000	-1,56
1,700000000	-1,58
1,720000000	-1,6
1,740000000	-1,62
1,760000000	-1,64
1,780000000	-1,66
1,800000000	-1,68
1,820000000	-1,7
1,840000000	-1,72
1,860000000	-1,74
1,880000000	-1,76
1,900000000	-1,78
1,920000000	-1,8
1,940000000	-1,82
1,960000000	-1,84
1,980000000	-1,86
2,000000000	-1,86
2,020000000	-1,88
2,040000000	-1,9
2,060000000	-1,92
2,080000000	-1,94
2,100000000	-1,96
2,120000000	-1,98
2,140000000	-2
2,160000000	-2,02
2,180000000	-2,04
2,200000000	-2,06
2,220000000	-2,08
2,240000000	-2,1
2,260000000	-2,12
2,280000000	-2,12
2,300000000	-2,14
2,320000000	-2,16
2,340000000	-2,18
2,360000000	-2,2
2,380000000	-2,22
2,400000000	-2,24
2,420000000	-2,26
2,440000000	-2,28
2,460000000	-2,3
2,480000000	-2,32
2,500000000	-2,34
2,520000000	-2,36
2,540000000	-2,38
2,560000000	-2,4
2,580000000	-2,4
2,600000000	-2,4
2,620000000	-2,38
2,640000000	-2,38
2,660000000	-2,38
2,680000000	-2,4
2,700000000	-2,42
2,720000000	-2,42
2,740000000	-2,42
2,760000000	-2,38
2,780000000	-2,4
2,800000000	-2,42
2,820000000	-2,44
2,840000000	-2,46
2,860000000	-2,48
2,880000000	-2,5
2,900000000	-2,52
2,920000000	-2,54
2,940000000	-2,5
2,960000000	-2,4
2,980000000	-2,4
3,000000000	-2,42
3,020000000	-2,42
3,040000000	-2,42
3,060000000	-2,36
3,080000000	-2,38
3,100000000	-2,38
3,120000000	-2,38
3,140000000	-2,38
3,160000000	-2,38
3,180000000	-2,38
3,200000000	-2,38
3,220000000	-2,4
3,240000000	-2,42
3,260000000	-2,38
3,280000000	-2,38
3,300000000	-2,38
3,320000000	-2,4
3,340000000	-2,42
3,360000000	-2,44
3,380000000	-2,42
3,400000000	-2,42
3,420000000	-2,4
3,440000000	-2,4
3,460000000	-2,4
3,480000000	-2,4
3,500000000	-2,4
3,520000000	-2,38
3,540000000	-2,38
3,560000000	-2,38
3,580000000	-2,4
3,600000000	-2,4
3,620000000	-2,38
3,640000000	-2,4
3,660000000	-2,42
3,680000000	-2,44
3,700000000	-2,4
3,720000000	-2,42
3,740000000	-2,42
3,760000000	-2,44
3,780000000	-2,46
3,800000000	-2,36
3,820000000	-2,38
3,840000000	-2,4
3,860000000	-2,42
3,880000000	-2,44
3,900000000	-2,46
3,920000000	-2,48
3,940000000	-2,4
3,960000000	-2,42
3,980000000	-2,36
4,000000000	-2,36
4,020000000	-2,38
